,category,rating,label,text_
129,Home_and_Kitchen_5,5,Computer Generated,just good original-typ contain wooden handl smooth solid handl fit
130,Home_and_Kitchen_5,5,Computer Generated,excel grill look nice the problem 's realli vacuum
131,Home_and_Kitchen_5,5,Computer Generated,nice larg sturdi canva tote 's lightweight comfort
132,Home_and_Kitchen_5,5,Computer Generated,good qualiti good price i love look feel pillow
133,Home_and_Kitchen_5,1,Computer Generated,i order light blue arriv small open the yellow
134,Home_and_Kitchen_5,5,Computer Generated,purchas gift we one two month 's
135,Home_and_Kitchen_5,5,Computer Generated,veri good price product i month use everi
136,Home_and_Kitchen_5,5,Computer Generated,get shampoo /or condition want i keep shower
137,Home_and_Kitchen_5,5,Computer Generated,thi mini-chair not real chair it full chair comfort
138,Home_and_Kitchen_5,5,Computer Generated,happi purchas we mattress month one
139,Home_and_Kitchen_5,5,Computer Generated,work great keep light the problem 's kind hard put
140,Home_and_Kitchen_5,5,Computer Generated,bought son colleg love veri good qualiti
141,Home_and_Kitchen_5,1,Computer Generated,terribl complet wast money not whole lot say
142,Home_and_Kitchen_5,4,Computer Generated,it look nice bedroom materi good i larg one
143,Home_and_Kitchen_5,5,Computer Generated,easi put togeth look nice finish good i larg one
144,Home_and_Kitchen_5,5,Computer Generated,just i expect made real differ qualiti kitchen thi pretti
145,Home_and_Kitchen_5,5,Computer Generated,i 'm glad i got set great deal price
146,Home_and_Kitchen_5,5,Computer Generated,do job ador qualiti make nice addit kitchen
147,Home_and_Kitchen_5,2,Computer Generated,too much work thi easi way make smoothi perfect
148,Home_and_Kitchen_5,3,Computer Generated,just okay did fit contain well we love blanket
149,Home_and_Kitchen_5,5,Computer Generated,a far littl plastic 's fine i 'm sure well hold
150,Home_and_Kitchen_5,5,Computer Generated,so nice gift friend we love blanket
151,Home_and_Kitchen_5,4,Computer Generated,skinnier i thought but qualiti design lot product
152,Home_and_Kitchen_5,5,Computer Generated,veri quick ship excel custom servic great valu money thi great littl
153,Home_and_Kitchen_5,5,Computer Generated,work great design make easi hang nice size size
154,Home_and_Kitchen_5,5,Computer Generated,perfect work oven right height i also love 's remov
155,Home_and_Kitchen_5,5,Computer Generated,servic great ca n't wait tri veri good qualiti
156,Home_and_Kitchen_5,5,Computer Generated,arriv quickli perfect size long haul i also larg one
157,Home_and_Kitchen_5,1,Computer Generated,cheap china not big deal littl pricey
158,Home_and_Kitchen_5,4,Computer Generated,gave mother gift the qualiti good 's realli best one
159,Home_and_Kitchen_5,3,Computer Generated,great spice anyth el not good enough.nic sturdi function
160,Home_and_Kitchen_5,1,User Generated,my car smell differ week snake oil
161,Home_and_Kitchen_5,5,User Generated,thi pillow cushion well construct easili wash veri comfort
162,Home_and_Kitchen_5,5,User Generated,have n't use big one small one work great
163,Home_and_Kitchen_5,5,User Generated,take mysteri meat finish cook
164,Home_and_Kitchen_5,3,User Generated,it nice organ larg enough utensil
165,Home_and_Kitchen_5,5,User Generated,work perfectli easi put art hang
166,Home_and_Kitchen_5,5,User Generated,great littl rug i 'd buy differ color
167,Home_and_Kitchen_5,4,User Generated,hold gift wrap longer tube disappoint
168,Home_and_Kitchen_5,4,User Generated,belt never last long enough seem work okay
169,Home_and_Kitchen_5,5,User Generated,such great price le expens rent great qualiti
170,Home_and_Kitchen_5,4,User Generated,good price n't soften much wash
171,Home_and_Kitchen_5,5,User Generated,i love sheet goe great star quilt
172,Home_and_Kitchen_5,5,User Generated,great mug bigger i thought would
173,Home_and_Kitchen_5,5,User Generated,i gave gift daughter love
174,Home_and_Kitchen_5,5,User Generated,these great great space saver laundri room
175,Home_and_Kitchen_5,5,User Generated,veri flexibl lead edg quit help condit
176,Home_and_Kitchen_5,1,User Generated,bottom stay ..... zero custom servic buy
177,Home_and_Kitchen_5,4,User Generated,veri nice eleg glass improv tast wine
178,Home_and_Kitchen_5,5,User Generated,excel product side sleeper perfect
179,Home_and_Kitchen_5,5,User Generated,when oven make great place mat
180,Home_and_Kitchen_5,5,User Generated,love cute new bathroom
181,Home_and_Kitchen_5,5,User Generated,exactli pictur sturdi perfect bake cook need
182,Home_and_Kitchen_5,5,User Generated,top notch artistri done bust grand jester studio
183,Home_and_Kitchen_5,5,User Generated,love i get mani comment spoon
184,Home_and_Kitchen_5,5,User Generated,did expect tabl nice thank
185,Home_and_Kitchen_5,5,User Generated,great product arriv time match shower curtain perfectli
186,Home_and_Kitchen_5,5,User Generated,nice secondari vacuum small apart reach tight area
187,Home_and_Kitchen_5,5,User Generated,good size good valu money look great bar
188,Home_and_Kitchen_5,3,User Generated,somewhat hard clean conveni i hope
189,Home_and_Kitchen_5,5,User Generated,work great batteri candl brand
190,Home_and_Kitchen_5,3,User Generated,ok pillow kind hard firm soft
191,Home_and_Kitchen_5,5,User Generated,perfect beyond easi use minim effort fast perfect froth
192,Home_and_Kitchen_5,5,User Generated,love item i smile everi time i i use
193,Home_and_Kitchen_5,5,User Generated,fleec blanket cozi warm it exactli i want
194,Home_and_Kitchen_5,3,User Generated,notic today top i 'd bubbl glass set
195,Home_and_Kitchen_5,3,User Generated,great weigh lb oz gram fast ship
196,Home_and_Kitchen_5,5,User Generated,these great i order longer size
197,Home_and_Kitchen_5,5,User Generated,nice stick use almost everi meal good pho
198,Home_and_Kitchen_5,5,User Generated,thi one best thing i ever bought
199,Home_and_Kitchen_5,4,User Generated,love small would love larger size
200,Home_and_Kitchen_5,5,User Generated,perfect candi buffet certainli multipurpos
201,Home_and_Kitchen_5,5,User Generated,work perfect use ev cord garag
202,Home_and_Kitchen_5,1,User Generated,do wast money it broke one month
203,Home_and_Kitchen_5,4,User Generated,a littl tacki shelf spare bathroom
204,Home_and_Kitchen_5,3,User Generated,help cool memori mattress littl lot
205,Home_and_Kitchen_5,5,User Generated,thi perfect i wish i would order earlier
206,Home_and_Kitchen_5,5,User Generated,excel packag fast ship super qualiti right price
207,Home_and_Kitchen_5,4,User Generated,good mix favorit still goloka nag champa
208,Home_and_Kitchen_5,5,User Generated,just bride want came nice engrav
209,Home_and_Kitchen_5,4,User Generated,the color slightli differ i got websit pictur look better
210,Home_and_Kitchen_5,5,Computer Generated,realli great soft warm i love feel blanket
211,Home_and_Kitchen_5,1,Computer Generated,le then year old but no more i 've mine month
212,Home_and_Kitchen_5,5,Computer Generated,it 's pint and 's pint it 's also pint
213,Home_and_Kitchen_5,5,Computer Generated,perfect i need i love look feel pillow
214,Home_and_Kitchen_5,5,Computer Generated,bought pick old mattress nice piec equip
215,Home_and_Kitchen_5,2,Computer Generated,plastic ring either gone destroy piec i keep old one gift
216,Home_and_Kitchen_5,4,Computer Generated,nice troubl look finish bit thin best qualiti
217,Home_and_Kitchen_5,5,Computer Generated,great seller item like it.great qualiti i need kitchen
218,Home_and_Kitchen_5,5,Computer Generated,veri cute go not big small
219,Home_and_Kitchen_5,5,Computer Generated,look high end feel nice the problem 's kind hard put
220,Home_and_Kitchen_5,5,Computer Generated,thi mug veri nice i love look feel size
221,Home_and_Kitchen_5,4,Computer Generated,it work realli well look great materi good i larg one
222,Home_and_Kitchen_5,5,Computer Generated,order gift arriv time i keep review next
223,Home_and_Kitchen_5,4,Computer Generated,beauti calm light not sure we love blanket
224,Home_and_Kitchen_5,1,Computer Generated,i like clock although design flaw littl hard read
225,Home_and_Kitchen_5,5,Computer Generated,exactli advertis better qualiti origin we love blanket
226,Home_and_Kitchen_5,5,Computer Generated,perfect solut sort mess tool i also love 's remov
227,Home_and_Kitchen_5,5,Computer Generated,cute item go go wide wooden leg nice dinner tabl
228,Home_and_Kitchen_5,4,Computer Generated,beautiou the perfect wall clock it 's good size look great
229,Home_and_Kitchen_5,2,Computer Generated,just ok. am buy second set.i love contain they work well look
230,Home_and_Kitchen_5,5,Computer Generated,great comfort especi go i keep shelv order
231,Home_and_Kitchen_5,5,Computer Generated,it 's nice fit right qualiti good the reason i
232,Home_and_Kitchen_5,5,Computer Generated,these nice mug they long fit nice shelv
233,Home_and_Kitchen_5,5,Computer Generated,easi assembl arriv time describ my husband i
234,Home_and_Kitchen_5,5,Computer Generated,i bought one daughter comfort she also love way bed
235,Home_and_Kitchen_5,5,Computer Generated,wife love pack piec perfect
236,Home_and_Kitchen_5,5,Computer Generated,i love crockpot perfect wide varieti contain
237,Home_and_Kitchen_5,5,Computer Generated,i hang look nice i 've also use hour
238,Home_and_Kitchen_5,5,Computer Generated,use second set glass i thought would nice addit kitchen
239,Home_and_Kitchen_5,5,Computer Generated,big mirror fit perfectli cabinet i 've also use year
240,Home_and_Kitchen_5,4,Computer Generated,pretti good quit piec small i would recommend
241,Home_and_Kitchen_5,5,Computer Generated,thi second one i bought nice piec equip
242,Home_and_Kitchen_5,5,Computer Generated,perfect size hang wreath easi use effici way make small wreath
243,Home_and_Kitchen_5,5,Computer Generated,i ador bowl ca n't wait make next batch cold drink thi
244,Home_and_Kitchen_5,5,Computer Generated,they work great i also use measur cup measur cupcak
245,Home_and_Kitchen_5,5,Computer Generated,nice fit hand i love feel fabric the color
246,Home_and_Kitchen_5,4,Computer Generated,great price we month use everi
247,Home_and_Kitchen_5,5,Computer Generated,i bought bottl wine i love i also like fact
248,Home_and_Kitchen_5,5,Computer Generated,good pad nice qualiti i love feel fabric i would buy
249,Home_and_Kitchen_5,5,Computer Generated,i love popcorn machin i love popcorn i keep popcorn one
250,Home_and_Kitchen_5,3,Computer Generated,nice size contain littl small cup tea.veri pretti
251,Home_and_Kitchen_5,5,Computer Generated,much easier use ca n't go wrong product i keep review next
252,Home_and_Kitchen_5,5,Computer Generated,great open look nice countertop i keep open drawer
253,Home_and_Kitchen_5,5,Computer Generated,love wish handl wide veri good qualiti
254,Home_and_Kitchen_5,1,Computer Generated,seem defect seal the way fix throw contain
255,Home_and_Kitchen_5,4,Computer Generated,work great but boy i love fact ca n't turn
256,Home_and_Kitchen_5,5,Computer Generated,these sturdi snap place comfort the reason i gave
257,Home_and_Kitchen_5,5,Computer Generated,these work well the problem small one i
258,Home_and_Kitchen_5,5,User Generated,great color feel soft great price i would recommend
259,Home_and_Kitchen_5,4,User Generated,veri small work n't lot space
260,Home_and_Kitchen_5,1,User Generated,burn hell hand doe n't work high temp
261,Home_and_Kitchen_5,5,User Generated,work fast replac one i broke
262,Home_and_Kitchen_5,5,User Generated,thi shower curtain beauti nice fabric look great bathroom
263,Home_and_Kitchen_5,4,User Generated,use work staff hold well
264,Home_and_Kitchen_5,5,User Generated,great mug husband say one favorit
265,Home_and_Kitchen_5,5,User Generated,work great small space i closet
266,Home_and_Kitchen_5,3,User Generated,wa gift n't know it beauti
267,Home_and_Kitchen_5,5,User Generated,thi product actual work tri use definit differ
268,Home_and_Kitchen_5,5,User Generated,veri happi qualiti merchandis speedi deliveri
269,Home_and_Kitchen_5,5,User Generated,american made love i need match measur cup
270,Home_and_Kitchen_5,3,User Generated,not enough whole pie would need two three set
271,Home_and_Kitchen_5,5,User Generated,veri impress qualiti it great size bag durabl
272,Home_and_Kitchen_5,5,User Generated,doe suppos hot water flash
273,Home_and_Kitchen_5,4,User Generated,fantast goblet store lot fluid like wine beer
274,Home_and_Kitchen_5,5,User Generated,doe n't get warm even sit hour
275,Home_and_Kitchen_5,5,User Generated,i ca n't believ low price qualiti love
276,Home_and_Kitchen_5,4,User Generated,thi reorder rate whwn origin purchas
277,Home_and_Kitchen_5,5,User Generated,make good cup coffe take cup
278,Home_and_Kitchen_5,5,User Generated,i order husband ... love set ... especi noodl strainer
279,Home_and_Kitchen_5,1,User Generated,plastic thread socket bulb sent fit
280,Home_and_Kitchen_5,3,User Generated,nice n't total unpack yet gift styrofoam place
281,Home_and_Kitchen_5,2,User Generated,n't last long pull along otherwis 's ok
282,Home_and_Kitchen_5,5,User Generated,exactli i look love clear
283,Home_and_Kitchen_5,5,User Generated,these great toilet brush holder sleek design appear well made
284,Home_and_Kitchen_5,5,User Generated,excel servic arriv quickli promis thi love lamp
285,Home_and_Kitchen_5,5,User Generated,i love small littl cooki cutter job perfectli
286,Home_and_Kitchen_5,4,User Generated,make keep track shoe easier floor visibl
287,Home_and_Kitchen_5,5,User Generated,wonder product ship promptli order ten set gift
288,Home_and_Kitchen_5,3,User Generated,slow toast rye bread becom rock hard 's toast
289,Home_and_Kitchen_5,3,User Generated,i find bit soft overal 's ok
290,Home_and_Kitchen_5,4,User Generated,i bought one corner broken
291,Home_and_Kitchen_5,5,User Generated,i want the perfect pasta cereal ice cream soup bowl ever perfect size cereal
292,Home_and_Kitchen_5,5,User Generated,i love blue air product filter cover awesom
293,Home_and_Kitchen_5,5,User Generated,love good qualiti nice soft night light nois variat
294,Home_and_Kitchen_5,2,User Generated,work ok one time fell apart becam unus
295,Home_and_Kitchen_5,5,User Generated,is good strong suction vacuum world 's good carpet also
296,Home_and_Kitchen_5,5,User Generated,nice floral dead head water
297,Home_and_Kitchen_5,5,User Generated,the lght work beauti bright
298,Home_and_Kitchen_5,5,User Generated,work rum infus chocol cover strawberri mold chocol heart
299,Home_and_Kitchen_5,5,User Generated,the shell beauti i 'm look thank
300,Home_and_Kitchen_5,5,User Generated,good qualiti great price a tad loo '' mattress
301,Home_and_Kitchen_5,5,User Generated,sturdi great addit eat breakfast nook
302,Home_and_Kitchen_5,5,User Generated,classic sturdi function perfect keep honey room temperatur
303,Home_and_Kitchen_5,5,User Generated,wonder great size throw dishwash area great
304,Home_and_Kitchen_5,1,User Generated,thi one came broken the handl broken piec
305,Home_and_Kitchen_5,5,User Generated,sturdi hold cami make easi access
306,Home_and_Kitchen_5,5,Computer Generated,beauti shower curtain just i want look good bathroom
307,Home_and_Kitchen_5,5,Computer Generated,i use contain coupl week i realli love i one
308,Home_and_Kitchen_5,5,Computer Generated,love way top hold suction cup i also love suction cup
309,Home_and_Kitchen_5,5,Computer Generated,love candl ... order ... also candl burn coupl week
310,Home_and_Kitchen_5,5,Computer Generated,use white eleph 's thin like
311,Home_and_Kitchen_5,5,Computer Generated,my daughter love we month 's great
312,Home_and_Kitchen_5,5,Computer Generated,for singl cup coffe feel coffe tast fresher coffe tast lighter
313,Home_and_Kitchen_5,1,Computer Generated,not i expect old one i keep futur
314,Home_and_Kitchen_5,5,Computer Generated,unpack use soon arriv i littl surpris well one
315,Home_and_Kitchen_5,2,Computer Generated,veri flimsi blackout curtain not easi task put togeth also dimens
316,Home_and_Kitchen_5,5,Computer Generated,a standard christma present friend love the reason i gave
317,Home_and_Kitchen_5,5,Computer Generated,look fantast guest room the problem 's realli vacuum
318,Home_and_Kitchen_5,5,Computer Generated,so easi put i love look feel pillow
319,Home_and_Kitchen_5,5,Computer Generated,i absolut love we month 's great
320,Home_and_Kitchen_5,5,Computer Generated,fit oz ozark i love fact come small
321,Home_and_Kitchen_5,5,Computer Generated,such amaz product look amaz kitchen i definit buy veri pretti
322,Home_and_Kitchen_5,5,Computer Generated,perfect size egg coupl reason i need lot egg white
323,Home_and_Kitchen_5,5,Computer Generated,great straw durabl last long time the reason i gave
324,Home_and_Kitchen_5,4,Computer Generated,doe job thinner profession blender i say 's pretti good
325,Home_and_Kitchen_5,5,Computer Generated,nice made great keep open space shelf veri well made
326,Home_and_Kitchen_5,4,Computer Generated,fit well seem last long time veri good qualiti
327,Home_and_Kitchen_5,5,Computer Generated,i love perfect i need i 've mine coupl year
328,Home_and_Kitchen_5,4,Computer Generated,look pretti see wear tear overal right size
329,Home_and_Kitchen_5,5,Computer Generated,excel product second i love look feel pillow
330,Home_and_Kitchen_5,5,Computer Generated,ergonom correct the problem realli
331,Home_and_Kitchen_5,5,Computer Generated,mom love perfect summer.veri good quality.nic sturdi sturdi
332,Home_and_Kitchen_5,1,Computer Generated,tini spatula unless use profession spatula need make sure
333,Home_and_Kitchen_5,5,Computer Generated,purchas 10-year-old daughter arthriti hand
334,Home_and_Kitchen_5,5,Computer Generated,easi set sturdi easi clean i purchas veri pretti
335,Home_and_Kitchen_5,5,Computer Generated,still good product read reviews.veri good quality.nic sturdi function
336,Home_and_Kitchen_5,5,Computer Generated,i use bag store contain thick sturdi they easi
337,Home_and_Kitchen_5,3,Computer Generated,i thought would good addit kitchen i also larg kitchen
338,Home_and_Kitchen_5,4,Computer Generated,complement differ color scheme vibrant comfort
339,Home_and_Kitchen_5,4,Computer Generated,softer expens expens expens model i 'm sure
340,Home_and_Kitchen_5,4,Computer Generated,i put bottl wine freezer still fresh i one
341,Home_and_Kitchen_5,4,Computer Generated,small compact travel mug design design travel mug
342,Home_and_Kitchen_5,5,Computer Generated,work like charm item look great materi good i larg one
343,Home_and_Kitchen_5,5,Computer Generated,love use daili best i keep review.veri pretti
344,Home_and_Kitchen_5,5,Computer Generated,item exactli describ arriv good seal the dimens
345,Home_and_Kitchen_5,5,Computer Generated,great pug dog treat it 's good size lid strong enough
346,Home_and_Kitchen_5,3,Computer Generated,doe fit husband bed it 's small i would order one
347,Home_and_Kitchen_5,2,Computer Generated,thi i want the qualiti i want the dimens
348,Home_and_Kitchen_5,5,Computer Generated,veri comfort help wrist the problem 's realli vacuum
349,Home_and_Kitchen_5,5,Computer Generated,do n't wast time buy set thin need clean everi
350,Home_and_Kitchen_5,3,Computer Generated,i wish i bought sooner great product price it
351,Home_and_Kitchen_5,3,User Generated,wish thicker the cute polka dot pretti much disappear bake
352,Home_and_Kitchen_5,5,User Generated,the hook great hang star ceil and great price
353,Home_and_Kitchen_5,1,User Generated,return exchang twice base broken everi time over
354,Home_and_Kitchen_5,5,User Generated,thi knife sharp care work perfect need
355,Home_and_Kitchen_5,5,User Generated,nice travel take itali ice rather scarc
356,Home_and_Kitchen_5,3,User Generated,if handl bit thicker/strong great product
357,Home_and_Kitchen_5,1,User Generated,do not buy quit work le month purchas
358,Home_and_Kitchen_5,4,User Generated,sturdi expect wobbl job though
359,Home_and_Kitchen_5,5,User Generated,blue color much better pictur good price qualiti
